Name,Gender,score,comments
Michael Lurie,female,1,"[""Professor Lurie is without a doubt the best professor I've had at Dartmouth. His classes have helped me develop immensely as a thinker and have truly changed the way that I see the world. He challenges students, but the challenge is well worth it, and he works harder than any professor I know to ensure that every class is worthwhile and meaningful."", ""Michael Lurie is definitely the best professor I ever had. The passion with which he approaches every text, lecture, and conversation is electrifying. Through his high expectations for all his students he communicates his deep love and belief in both his work and those he works with. Put in the time to get to know him, he'll change your life."", ""CLST2 was an outstanding course that completely reshaped my understanding of Greek Tragedy. Professor Lurie is a dynamic, entertaining speaker who genuinely loves this subject, and his lectures are among the most informative I've encountered in Classics. Stands out as one of the best courses I've ever taken."", 'Professor Lurie is a fantastic educator and erudite professor. He has a true sense of passion for the material and always makes himself available to students whenever they need him. He expects students to work hard and put in the requisite effort, but any student who is willing to do so will be fairly rewarded.', ""This would have been a great course had I not felt personally attacked by Professor Lurie. I did not finish the course due to his blatant disrespect. He doesn't care about students' difficulties at all, it's all about the texts and material to him. If you have any personal issues that arise, do not expect him to be accommodating in any way."", ""This is one of those classes that has great potential in terms of topic but fails in delivery due to the professor. Professor Lurie is not particularly respectful towards his students (tone of voice or emails). He clearly cares a lot about the material but he doesn't care about the students. Below average classics class for Dartmouth.""]"
Peter Robbie,female,0,"['badprofessor and definitely not the best professor at Dartmouth. Not very accommodating. Very distant and seems uninterested in teaching undergraduates.', 'Best class and best professor at Dartmouth.']"
Andrew McCann,male,1,"['As it was my 2nd course with McCann, I knew what I was getting into, but was still very impressed with the quality and insights provided. The assignments were interesting and supplemented the readings well. I appreciated the insight into different literary contexts and theoretical frameworks. Very thought-provoking and life-changing. TAKE THIS.', 'Wonderful professor. Lectures are clear and insightful, assignments are reasonable, and reading is manageable (mostly poetry). He does not micromanage you with the papers (length and frequency) or attendance/participation, which I appreciated. Wry sense of humor and really caring. Most importantly, he got me invested in romanticism and poetry!', 'I have no interest in Literature or poetry, but still the classes were interesting and you have to pay attention because you can get called on randomly']"
John L. Campbell,male,1,"[""Professor Campbell's classes have great balance between well delivered lectures and facilitated class discussions. Students are evaluated in Socy 69 by 2 take home exams and 1 research project. His grading criteria is clear. Do not expect to get a good grade without doing the readings and spending time on research/writing. Expect to learn a lot!"", ""Lots of reading (a book a week or so), but Campbell chooses books that are actually interesting and relevant to the material. Campbell's a really good lecturer, but make sure you either (1) go to class or (2) have a friend who takes really good notes, because otherwise you won't have any way of getting the material."", 'No Comments']"
Stephanie Boone,female,1,"[""Boone is legendary. She's a wonderful prof and one you'll always remember! Very impactful person."", 'Awesome English Instructor!', 'She is an amazing professor! I recommend to any and everyone.']"
Colleen Boggs,male,1,"[""Says 'yeah' a lot when responding to people but it's just because she's excited and loves what she's teaching, and I've found that infectious. Really nice and willing to work with people, and also knows a ton. Loved having her."", 'One of the best at Dartmouth/']"
Jimmy WU,female,1,"['Wu teaches Chem 52 and he is a great professor, but the material is extremely difficult and he sometimes rushes thorough the material, still expecting you to understand it on exams.', 'Do not work for this guy. He sucks.', 'Awesome professor. Extremely helpful. Crystal clear. Super nice guy.', ""He's just awesome.""]"
Erland Schulson,male,0,"['Good person, fun class, beware of the time commitment', ""Professor Schulson knowns his material but is one of the worst professor I have ever encountered. Feel free to ask around as to whether or not to take his class...I'm sure most students will agree not to.""]"
Miles Blencowe,female,1,"['Greatest professor in the whole college. Seriously, the only stand-up dude I\'ve met at this place. Really knows his physics and has a very relaxed stance towards teaching. ""If you wanna learn, I am here. If you don\'t, I am not gonna complain about it."" He knows that every person lives a different life.', 'One of the kindest and greatest professors I have had at Dartmouth.']"
Amanda Loud,male,0,"['Very short; unfriendly attitude. Opinionated and unwelcoming, however very knowledgeable subject mater expert.']"
William Wade,female,0,"[""A great professor. Is hard on student who don't want to put in the effort to learn, but if asked for help he will bend over backwards to make sure that a student understands. Doesn't post lecture slides but will send to students if asked; he just doesn't want people skipping class."", 'No Comments']"
Jonathan Crewe,female,1,"['hes awesome', 'Really sweet guy. I was not paying as much attention in his class as I should and he called me to his office to let me know I should be writing better papers and that he was ready to help... really appreciated. But know that he does have high standards/is a hard grader.', 'A very charming gentleman', 'No Comments', ""He lectures for two hours twice a week. No matter how good of a lecturer you are, you can never keep students attention that long. He's brilliant and a nice guy, but he puts half of his students to sleep. He is a harsh grader, too."", 'Professor Crewe is a pleasing combination of being exceedingly erudite and ridiculously sweet.']"
Thomas Luxon,male,1,"['Luxon is a nice person, but not the greatest professor for Shakespeare. We were expected to post our questions online about each reading; he would select some of these posts to discuss in class the next day. During class, he just elaborated on our comments (very little lecture), so our learning felt scattered and too detail-oriented. But easy A.', 'great', ""He's a good professor. Very intelligent and helpful. He requires that you meet with him about one or two of your papers and do a rewrite but I did not find him to be an overbearing grader. Some however found him more difficult so I may have just been more prepared. He get's a bad rap for opposing greek life."", 'Terrible class. Rambling, whiny professor. Inconsistent grader.', ""I agree with all that has been written above, and I'd add that he knows his material better than probably every other professor I've had, something that becomes much more important at the college level, I think. Good guy, great prof."", ""Professor Luxon could have easily conducted class by lecturing on the pertinent scholarly arguments on texts. However, class was an open forum in which everyone's opinion was equal. Professor Luxon taught students how to relate to the texts with ease."", 'His lectures flew by and he always engaged the students. Great sense of humor. Always available for questions. He genuinely cared about presenting material in the most interesting and up-to-date way (good utilization of the internet and digital library).', 'A true teacher in every sense of the word. Professor Luxon really cares about the academic progress of the individual students and shows interest in the students themselves. One of the finest professors I have had at Dartmouth.', 'Poetry and Prose of John Milton (English 28), Shakespeare I (English 24), Critical Theory (Comparative Literature 72), The Merchant of Venice (Jewish Studies 40), advanced seminars in Milton, and Poetry and Prose of the Seventeenth Century (English 27).']"
Frederick Haas,male,1,"[""He's pretty much the human embodiment of jazz.""]"
Simon Shepherd,male,1,"[""Best prof I've had at Dartmouth, which is saying a lot. Clearly loves to teach, and is great at it, too. His combination of commitment and ability made scientific computing a way more enjoyable experience than it has any business being for a beginner."", '', 'No Comments']"
Mara Sabinson,male,0,"['Awful prof. Makes fun of students and completely unhelpful in and out of class. Her grading schemes often have no rigor whatsoever, and she treats her class as a joke (which makes the students treat it as a joke). Avoid this professor if at all possible.']"
John Collier,male,1,"['Awesome professor. Very interesting and fun. Helpful for projects and very easy to talk to. Cares about students and his research is very interesting. One of the great Thayer professors', 'No Comments', ""Collier rocks! Forbes sucks! I can't believe there was only one engineering prof on this site for their article. Forbes, you officially will never sell me another magazine. About Collier: enthusiastic, friendly, fun, owns a zamboni so super-cool.""]"
David Peterson,male,0,"['Great Prof', ""He's boring, unnecessarily rigid, and unhelpful. Linguistics is a fun subject, but take it with another prof.""]"
James Stanford,male,1,"['Professor Stanford made me fall in love with Linguistics. He is passionate and engaging and clearly cares about his students learning and well being. He makes class interesting and fun. If you put the time in, you will not only get an A but get a lot out of this class!']"
Kyle Dropp,male,1,['Best Prof ever. Always there for the students and ready to answer any questions. Kyle cares.']
Eric Hansen,male,1,"['He is so hard and his book is not good at all.', ""I struggled so hard in this class but Prof. Hansen was always there to help me/my partner out. He's really nice (very sweet) and really cares about doing the best for his students."", 'I have the highest regards and respect for Professor Hansen. He wrote the classroom text and teaches with the highest degrees of ethics and attention to detail.', 'No Comments']"
Barbara Dimmick,male,0,"['Barbara Dimmick was one of the best professors I had in my 4 years at Dartmouth (if not THE best). Besides being extremely helpful, she encourages creativity and runs an excellent workshop. She knows her stuff inside and out-- a wonderful professor.', 'No Comments']"
Catherine Cramer,male,0,['ugh.']
Fillia Makedon,male,0,"['I learned many things in her class about HCI that I will never forget. Thank you', 'Seriously... do the thesis.']"
Lorenzo Torresani,female,0,"[""Lectures are okay, but his exams are pretty unfair and doesn't give any heads up on what you actually need to know. Gives some practice problems that are 1/10th the difficulty of the actual exams. Will teach a subject, then expect you to expand your learning-- on the exam."", 'A very mean prof, and you need to be careful about everything.', 'Useless class. Save yourself some time and learn everything you need about ML from online lectures.', 'Well-prepared lectures, project is where the most interesting to do while learning machine learning models.', 'ML is a very interesting subject. The lectures are well-organized and well-delivered. The exams can be a bit challenging. Overall, it was a pleasant experience.', ""The lecture is overall OK. Pronunciation is clear. He is a strict and rigid. He don't even allow a different form of answer in the homework."", 'The lectures are easy to follow. Not much using textbook. 3 Homework requires both programming (MATLAB) and theory questions. The project is fun and I learning a lot via doing it which is my own proposed problem using machine learning models.', ""Avoid if possible. The lecture is not well prepared and you will find he always use the word 'exactly' to answer your questions."", 'prepare your excuse to skip the class. Boring....']"
David Peterson,male,1,"['Although a little boring in class, great professor (super helpful etc.) and just all around nice guy']"
Elisabeth Curtis,male,1,"['Curtis is the best Econ 1 teacher', 'Great teacher and easy on the eyes!']"
Colleen Lannon,male,1,"['She was a fantastic professor and really tailored her comments on my writing to the student. She was in tune with the class, and I would absolutely take another class with her. Participate in her class, but there were only three essays (short, too) for the whole class. Attendance is taken, and she knows everybody by name.', 'Very smart, but her teaching methods are quite boring and hardly fun.']"
Gladys Guzman-Bueno,male,1,"['Cutest old lady ever, and a great teacher.']"
Aimee Bahng,male,1,"[""Bahng's complete dedication to the subject and her students makes you excited anyway. It's a small class, so you can't not do the work, but the work is awesome and Bahng was willing to help out anyone who felt like they were struggling. Best professor I've ever had at Dartmouth!""]"
Brett Gamboa,female,1,"['I took a First Year Writing Seminar (War and Peace) with Gamboa and loved it! Gamboa is passionate about what he teaches and it shows. He assigns a good amount of work but I feel that he is a fair grader. He can be vague at times, but he is open to suggestions and (in my opinion) easy to approach.']"
Susannah Heschel,male,1,"['Rebbitzin is a very special and holy Person!', 'Rebbitzin is someone you should get close to and know how holy she is!', 'Best person Ever! S he has the most amazing ""yichus""']"
David Laguardia,female,1,"[""Professor LaGuardia is easily the most brilliant professor in the entire French and Italian Department. Although French fluency among students range from native to beginner's, he can masterfully conduct a class that engages everyone. He's perspicacious, intellectual, yet relaxed, and doesn't have OCD like others. He's generous, caring, brilliant."", ""Please, one of the best profs at Dartmouth? This guy doesn't even know what he's talking about! He extrapolates some half baked theories based on some articles he's read, and when you point out the flaws in his arguments he just cannot let it go. Not smart. Nice enough guy. Also a snob"", ""Not exactly the best professor at Dartmouth. Take any theory course with him and you'll see."", 'No Comments', ""Great Guy, totally laid back and brilliant. His lectures always seem to fly by and he thoughtfully considers students' input. One of the best profs at Dartmouth. If you have a chance to go to France on one of the FSP or LSA programs with him, definitely do it.""]"
Douglass Moody,female,1,"['Amazing professor, get to know him and you can get really good recommendations and chances to take classes/go on the outside study abroad trip that isnt listed. His wife also organizes the Frank Gaurini institute for study abroad, so that a plus. As for the class, it was pretty easy but I liked the varied material he had. Great support.', ""Extremely nice professor and person who truly cares for his students. He would do anything to help them. That said, he is perhaps a bit too easy and accommodating. There is minimal work for this course, to the point where I didn't learn much (or felt invested in the topic after a few weeks) and wished I'd been tested or lectured at more."", ""extremely easy. the problem is that i didn't learn anything. he never corrected my essays, much less grade them."", 'he will write a nice recommendation.', 'No Comments', 'Extremely nice man who is willing to help and willing to listen and understand.', 'No Comments']"
Timothy Rosenkoetter,male,1,"['His classes are very informative and challenging!', 'Rosenkoetter is a great guy and a good professor. Would recommend his class!']"
Kamiar Abdi,female,1,"['I took this class several years ago, but Professor Abdi was one of the better professors I had while attending Dartmouth. I really enjoyed this class, it was partially responsible for my decision to add an anthropology major.', ""Prof. Abdi's Ancient Egypt is one of the best courses offered at Dartmouth. Highly recommended."", 'This guy is amazing. He can lecture with such energy and enthusiasm --without a single note -- just from memory that sometimes he seems like a preacher. Very happy I took his class.', ""I took Prof. Abdi's Ancient Egypt class two years ago. Then I thought it was too much information to absorb in a survey course, but in retrospect and having seen 10,000 B.C. I realized how much I learned in this class. Thank you Prof. Abdi."", 'Great class, awesome sense of humor, learned a lot and had a lot of fun...thanx.', ""Very smart, friendly, enthusiastic, and helpful. One of the best professors at Dartmouth (unlike some of the dickheads who've been around for eons and wont go away to open room for likes of Abdi)""]"
Andrea Kremer,male,1,"['Pretty solid writing seminar', 'Average writing seminar. I think my friends enjoyed some of theirs more.']"
Gene Garthwaite,female,1,"[""Only prof I ever had who fell asleep in his own seminar class! It was a 6-student First Year seminar with a sexy title: Persia Iran, Images & Reality. It met after lunch. Prof. came in stinking of onions & mustard. After a few introductory words, Garthwaite would launch a discussion & proceed to fall asleep! We green 'shmen knew not what to do :("", 'Great guy, excellent professor.', 'A brilliant expert in Islam, the Arab-Israeli Conflict, and Ancient Persia, Gene Garthwaite is one of the most gifted teachers at Dartmouth.']"
Scot Drysdale,female,0,"[""Lectures are fairly boring (probably not Drysdale's fault- it's hard to make data structures interesting) and sometimes confusing, but office hours are helpful if you make the time to go. Outside of class Drysdale is great- definitely the kind of prof who wants to see you succeed.""]"
David Webb,male,1,"['Just fantastic. Easily my favorite professor.', ""One of the best teachers I've ever had for any subject."", 'Brilliant, sublime;']"
William Summers,male,0,"['Summers is so good!!!', 'Yuch!']"
Daryl Press,male,1,"[""He is so very good. He is the best prof I've EVER had."", 'Awesome Prof.']"
Alexander Rimberg,male,0,"['Great professor.', 'Fun guy. Explains stuff pretty well. Before taking his class, I had read everywhere about consistently negative reviews about him. Maybe he has changed personality, but I found him to be awesome.', 'Bad overall grading, easy going and unfair', 'Worse instructor in physics I ever had', 'No Comments', 'Very marginal instructor. He seems interested only to do research in his laboratory.']"
Sergei Kan,male,0,"['Kan is this cute old guy who wants to be really helpful and loves his subject. He tends to go off on tangents too often, though.', 'No Comments']"
Hany Farid,male,1,"[""Hany is very funny and clear,, you will really understand his lectures and you can do well in the course. However, he doesn't personally interact well with or care about his students, and makes it clear that he doesn't even make an effort to learn names. Only wish he could have been more approachable"", ""overrated. doesn't really care about students."", 'Really enjoyed his teaching. Overall a great prof.', 'Really enjoyed his teaching.', 'Great Prof.', 'One of the more enjoyable professors I ever had']"
Thalia Wheatley,female,1,"['Awesome instructor. Super engaging, funny, totally knows her stuff.', 'Really cool research into music, free will, and hypnosis. She hypnotized the whole class once (100 people) and I think I fell in love with her after that.', 'Professor Wheatley is great! Funny, engaging, fair, great lecturer. I highly recommend getting to know her outside of class.']"
Kevin Peterson,male,1,"[""I absolutely loved this class! It was more focused on cladistics and the dinosaur tree than I was expecting but it was a really neat way to learn about evolution through the lens of dinosaurs. You definitely have to put the effort in studying because he makes it clear what he wants you to know. You've got to do the work to succeed in this class."", 'A nice enough professor, but ""Dinosaurs"" was not what I had expected. He focused mainly on dinosaur cladistics, classifying them into various groups/subgroups/etc. based on their physical characteristics. I didn\'t find this approach illuminating for an introductory course, and the exams on cladograms were extraordinarily nitpicky and difficult.']"
Keith Walker,male,1,"[""Kwalk is one of the best professors at Dartmouth. Take FR. 10 -- Anatomy of Passion -- and watch him act out the voices of the lustful characters of French lit... Couldn't be more fun, and he's super supportive of your own creative ideas about lit. Also, best office hours discussions ever.""]"
Mona Domash,female,1,['Dr. Domash is a fantastic professor and makes geography really interesting. She is very knowledgeable about her field and class was always fun. The workload and assignments were very reasonable and I actually used what I learned outside of class. I would definitely recommend Dr. Domash.']
Gregg Fairbrothers,male,1,"['A wonderful Prof, he is not an expert in just one thing, but has an overview of the world. This class opened my eyes...', 'Excellent professor!']"
Alva Taylor,male,1,"[""Innovation is an excellent course to take; be prepared though, it's not for squares. Taylor knows his subject and he understands how to energize you. I looked forward to this class every week!""]"
James Feyrer,male,1,"[""Walk into the middle of a J Fey class and you're gonna be looking at something akin to a war room, with tons of graphs and drawings on the blackboard and slides flying by at a blistering pace. Amazing lecturer, but he needs to go a WHOLE lot slower in clas. Then again, that's what office hours are for, and Feyrer is definitely there to help you."", 'No Comments']"
Lee Lynd,male,0,"[""This class was truly horrible. Maybe Lee Lynd can set up a lab to do biofuels, but as a professor and a person he is horrendous. It sickens me how much disrespect he has for others. Towards students he is rude and arrogant. He didn't bother to show up for majority of the course."", 'I found this class to be very useful in giving an idea about what all the different engineering disciplines involve. Great class. Good prof.']"
Jody Trout,male,0,"['', 'Very very dissapointing.']"
Hoyt Alverson,male,0,"['No Comments', 'Alverson is the worst prof I have ever had at Dartmouth. He purposely used superfluous language to make himself feel superior. The tests had little to do with lectures or readings. It is surprising this man is an anthropology prof given his extremely low emotional intelligence. This low E.I. makes him a horrible teacher for anyone trying to learn.', 'Also had him for African Experience and Language and Culture', ""Couldn't answer his short answer tests the way he wanted and paid for it."", 'This is one of those crappy professors that makes you buy the book that he wrote because he wrote it. Not only that, he makes you buy the book by his wife...about him. If you want a nap, take this class. The egomaniac never failed to put me to sleep.']"
Deborah Nichols,male,0,"['She really cares about her students and is often open outside of class to help. She really is an amazing person. However, her lectures are fast and heavy and tend not to be very engaging. Reading the class materials is an essential, because you will definitely miss some of the information given in her lectures.', 'Classes are heavy on lecture and are not very engaging. One of the worse classes I have taken.', 'Passionate professor. Really knows her stuff.', ""She's awesome! She's so helpful and really cares about you. If you express an interest in archaeology she'll take you under her wing and really help you out!"", 'The prof. totaly blew it. By the end of the term more than 3/4 of students were sick and tired of both the topic and her attitude. Not recommended...', ""The most boring and dull class ever. How can Nichols take an interesting topic like archeology and turn it into this crap is beyond my comprehension. On a personal note, I find her to be a jerk. She acts as if she's interested in having interaction with students, but she wants to kick you out 5 minutes after you step into her office...not good..."", 'Aweful class, boring lectures, Nichols sucks big time...', ""This was perhaps the worst class I had in my four years at Dartmouth. I've never seen a more annoying professor than Deborah Nichols. She's boring, self-absorbed, and couldn't care less if the material made sense to students. I did get a good grade, but I hated the class, Nichols, and archaeology..."", 'I had her for Archaeology of Prehispanic Mesoamerica in the mid 90s. She was, by far, the most boring professor I had at Dartmouth. Staying awake was a struggle.', 'Nichols has great energy and really knows her stuff. She talks fast and communicates a tremendous amount in her lectures. Dry? Not if you pay attention and stay with her. She is very personable and enthusiastic about teaching, will go out of her way to support student research interests.', 'dry lecture style']"
Gevorg Grigoryan,male,0,"['Lol oh gevorg. Good thing all the notes are online.', ""Seriously he can't explain things well. He expects you to know everything of what he is teaching."", ""Can't figure out why a biology course was set in CS department. All your classmates will be from bio dept. Be careful CS dude, if you don't have strong bio background, then don't go for it.""]"
Mary Desjardins,male,1,"[""Dr. Desjardins is a great professor and I really enjoyed her class. She's very knowledgeable, fair, and helpful during office hours. I was never really interested in film until I took her class as an elective but I ended up really liking it and learning a lot. I would definitely take another class with Dr. Desjardins."", 'No Comments']"
Ronald Edsforth,female,0,"[""Worst professor ever. Coming from a student who's taken great Professors at great universities. Not accommodating at all - poor ability to lecture -- and lame class structure. Avoid at all costs."", 'Ron is passionate and engaged professor who cares deeply about his students. He makes his opinions clear, which some may find off-putting, but it is refreshing to see someone who does not give in to the neutral for the sake of being neutral expectation.', 'He was good to begin with but towards the end was horrible. Also he needs to talk loudly and wear some deodorant', ""One of the wost professors I have ever had. He's a nice guy but is a terrible teacher. If you don't agree with him he'll interrupt you in class. He wants to make everything into economics rather than focusing on the critical social issues at hand."", ""Ron is a good professor, but if you don't agree with him, you won't do well. I didn't learn much in class because all you have to do well is recapitulate what he preaches in class. Good guy, but not too open-minded."", 'No Comments']"
Carl Pomerance,female,0,"['i dont know what that person was talking about but he was not a good math prof at all. i could name the four math teachers i had in high school and i would take them over him anyday.', 'Great prof, for a math class. He is nice and it tends to be on the easy side! Professor Pomerance is awesome.']"
Bill Kelley,female,0,"['We watched Modern Family in class...', 'Fun lectures but unfair tests/grading.', 'Really fun and engagin lectures', 'No Comments', 'No Comments', 'No Comments']"
Marlene Heck,male,1,"[""Heck high expectations but rewards hard work, even if you are just learning how to be a student at Dartmouth. Best experience I've had to date, in or out of the classroom."", ""She has very high expectations, and will call you out if you're just sliding by in the course. But she also is extremely eager to help students succeed, and her ability to lead class discussions is excellent."", 'Best I had at Dartmouth']"
Adrian Randolph,female,1,"['great!', ""Absolutely lovely! Brilliant and interesting. Clearly entranced by his subject and trying to spread the joy. Also, a terrific person and very helpful to students. Don't be shy in this class- question, comment- you'll regret it if you don't. Can change the way you look at art and at history."", 'witty and sharp. my favorite person at dartmouth.', 'No Comments', ""This was an incredible class. Unfortunately, I was sick and missed class for two weeks. After I was back, he had me sit with him in his office until I understood most of what I'd missed, and we also got into a great discussion about Dartmouth architecture. This guy was awesome."", 'No Comments']"
Coleen Fox,female,1,"['Very interesting! Charming and piqued my interest in the region', '']"
Vladimir Chernov,male,0,"[""All seemed to go well until week 3, at which point he shifted the class' focus from real-world applications to obscure and narrowly applicable proofs. Good presence and witty commentary, but treats in-class questions with a fiercely derisive and hostile attitude, which is even worse during office hours. Do not take his 23 if you are PHYS/CHEM/ENGS"", 'Great prof. Once you get past his accent, he explains ideas clearly and logically. He prepared lecture notes for us, to be handed out before each class, which were very helpful.']"
Jason T Stauth,female,1,['Breaks down the material very well. Great prof to learn from.']
David Glueck,male,1,"['Loved Inorganic with Glueck! The labs were amazing too', 'While clearly a brilliant chemist, his lectures are rather monotanous and his monotone voice does not help the student know what is important to the class. I found his classes difficult as his tests are truly monsters. His Chem 6 class is good but definetly harder than others. His 64 class is hard, filled with premeds and majors.', 'I found his teaching style very bland and uninteresting. All he did was lecture and his jokes were not funny. His lectures were confusing and overwhelming, however, he did help me when I went to office hours. His tests are RIDICULOUS!!!!! There is no reason why his tests should be that hard because the homeworks are not even that hard! Boo!', 'Very funny guy and extremely organized. He makes the material very easy to understand. Highly recommend his class.', 'Clear and helpful. Also HOT!']"
John Winn,male,0,"['Professor Winn is extremely nice and helpful, uses the chalk board a lot rather than slideshows which I found to be a refreshing change from the norm. The material in chem 5 is very difficult though.', 'He is lame to do research, that is why he tries to pretend to be nice to gain the favor of unders.', 'Very nice and a good teacher. Much more helpful than his book.']"
Cynthia Huntington,male,1,"['Very helpful/understanding for students, has great advice and exercises for learning.', ""REALLY good feedback, very understanding. I love having her look at my work and I've learned a lot about being a writer in this class. Don't take her comments personally (you can't in any CW class) because she's trying to help you learn, and explains concepts way more effectively than most other CW profs."", 'Very dedicated to helping her students. Very knowledgeble about the subject matter.', 'Totally self involved', 'Best prof at Dartmough.']"
